order_id,customer_id,product_id,quantity,unit_price,currency,order_status,order_date
ORD_00066,CUST_0067,PROD_013,1,78.68,USD,SHIPPED,2026-05-06 17:00:00
ORD_00067,CUST_0098,PROD_016,4,57.97,GBP,SHIPPED,2026-04-25 00:00:00
ORD_00068,CUST_0012,PROD_019,2,114.73,EUR,SHIPPED,2026-03-20 21:00:00
ORD_00069,CUST_0075,PROD_024,4,103.04,GBP,DELIVERED,2026-04-19 23:00:00
ORD_00070,CUST_0071,PROD_022,3,149.76,GBP,DELIVERED,2026-03-20 08:00:00
ORD_00071,CUST_0030,PROD_008,2,217.54,EUR,DELIVERED,2026-05-18 22:00:00
ORD_00072,CUST_0024,PROD_013,2,78.68,GBP,DELIVERED,2026-07-05 18:00:00
ORD_00073,CUST_0098,PROD_034,5,286.95,EUR,CANCELLED,2026-02-19 09:00:00
ORD_00074,CUST_0030,PROD_024,2,103.04,EUR,DELIVERED,2026-05-17 04:00:00
ORD_00075,CUST_0036,PROD_003,1,337.79,GBP,DELIVERED,2026-02-02 20:00:00
ORD_00076,CUST_0097,PROD_032,1,130.64,USD,DELIVERED,2026-05-01 15:00:00
ORD_00077,CUST_0057,PROD_022,2,149.76,USD,DELIVERED,2026-05-03 03:00:00
ORD_00078,CUST_0009,PROD_026,4,376.5,USD,DELIVERED,2026-06-25 01:00:00
ORD_00079,CUST_0020,PROD_010,5,39.69,EUR,DELIVERED,2026-03-05 03:00:00
ORD_00080,CUST_0072,PROD_027,5,296.24,GBP,SHIPPED,2026-02-27 16:00:00
ORD_00080,CUST_0072,PROD_027,5,296.24,GBP,SHIPPED,2026-02-27 16:00:00
ORD_00081,CUST_0049,PROD_029,4,427.15,EUR,PROCESSING,2026-04-20 09:00:00
ORD_00082,CUST_0073,PROD_040,1,498.08,GBP,CANCELLED,2026-01-26 06:00:00
ORD_00083,CUST_0081,PROD_014,3,236.68,GBP,DELIVERED,2026-03-03 05:00:00
ORD_00084,CUST_0071,PROD_005,2,292.33,USD,DELIVERED,2026-06-26 19:00:00
ORD_00085,CUST_0061,PROD_019,1,114.73,USD,DELIVERED,2026-03-14 22:00:00
ORD_00086,CUST_0059,PROD_005,2,292.33,EUR,SHIPPED,2026-06-10 18:00:00
ORD_00087,CUST_0085,PROD_013,4,78.68,USD,DELIVERED,2026-06-15 04:00:00
ORD_00088,CUST_0035,PROD_010,1,39.69,USD,DELIVERED,2026-03-20 19:00:00
ORD_00089,CUST_0096,PROD_037,3,339.12,EUR,DELIVERED,2026-06-26 09:00:00
ORD_00090,CUST_0090,PROD_026,3,376.5,GBP,DELIVERED,2026-04-23 02:00:00
ORD_00091,CUST_0077,PROD_003,4,337.79,GBP,DELIVERED,2026-03-06 00:00:00
ORD_00092,CUST_0012,PROD_015,5,227.12,GBP,CANCELLED,2026-07-15 21:00:00
ORD_00093,CUST_0035,PROD_037,1,339.12,USD,DELIVERED,2026-06-16 14:00:00
ORD_00094,CUST_0036,PROD_012,5,103.87,EUR,DELIVERED,2026-05-06 02:00:00
ORD_00095,CUST_0061,PROD_023,4,334.31,EUR,DELIVERED,2026-01-27 05:00:00
ORD_00096,CUST_0043,PROD_027,4,296.24,EUR,SHIPPED,2026-04-13 17:00:00
ORD_00097,CUST_0005,PROD_030,1,43.29,EUR,DELIVERED,2026-01-30 12:00:00
ORD_00098,CUST_0066,PROD_001,5,453.65,EUR,DELIVERED,2026-02-18 16:00:00
ORD_00099,CUST_0047,PROD_040,4,498.08,GBP,DELIVERED,2026-01-14 06:00:00
ORD_00100,CUST_0035,PROD_036,2,126.95,EUR,DELIVERED,2026-06-28 15:00:00
ORD_00100,CUST_0035,PROD_036,2,126.95,EUR,DELIVERED,2026-06-28 15:00:00
ORD_00101,CUST_0016,PROD_002,5,44.71,USD,SHIPPED,2026-03-21 17:00:00
ORD_00102,CUST_0002,PROD_036,4,126.95,USD,DELIVERED,2026-01-30 14:00:00
ORD_00103,CUST_0016,PROD_010,4,39.69,GBP,DELIVERED,2026-06-30 08:00:00
ORD_00104,CUST_0054,PROD_031,4,207.84,USD,DELIVERED,2026-02-07 12:00:00
ORD_00105,CUST_0025,PROD_039,5,14.55,GBP,PROCESSING,2026-01-18 08:00:00
ORD_00106,CUST_0099,PROD_027,3,296.24,GBP,DELIVERED,2026-01-01 09:00:00
ORD_00107,CUST_0093,PROD_020,5,90.66,GBP,CANCELLED,2026-05-06 04:00:00
ORD_00108,CUST_0058,PROD_035,4,110.08,EUR,DELIVERED,2026-07-15 17:00:00
ORD_00109,CUST_0049,PROD_030,3,43.29,USD,CANCELLED,2026-03-03 18:00:00
ORD_00110,CUST_0050,PROD_015,4,227.12,USD,DELIVERED,2026-05-02 22:00:00
ORD_00111,CUST_0049,PROD_025,2,293.79,EUR,CANCELLED,2026-02-02 16:00:00
ORD_00112,CUST_0076,PROD_022,1,149.76,EUR,DELIVERED,2026-04-27 00:00:00
ORD_00113,CUST_0093,PROD_010,4,39.69,GBP,CANCELLED,2026-01-20 15:00:00
ORD_00114,CUST_0034,PROD_022,5,149.76,GBP,DELIVERED,2026-01-21 10:00:00
ORD_00115,CUST_0087,PROD_035,4,110.08,EUR,DELIVERED,2026-07-14 15:00:00
ORD_00116,CUST_0070,PROD_003,5,337.79,USD,DELIVERED,2026-06-25 09:00:00
ORD_00117,CUST_0030,PROD_006,4,405.66,USD,SHIPPED,2026-06-30 03:00:00
ORD_00118,CUST_0057,PROD_011,3,402.28,USD,DELIVERED,2026-01-15 09:00:00
ORD_00119,CUST_0046,PROD_024,4,103.04,USD,DELIVERED,2026-04-16 18:00:00
ORD_00120,CUST_0088,PROD_012,2,103.87,USD,DELIVERED,2026-04-08 19:00:00
ORD_00120,CUST_0088,PROD_012,2,103.87,USD,DELIVERED,2026-04-08 19:00:00
ORD_00121,CUST_0088,PROD_016,4,57.97,GBP,DELIVERED,2026-04-29 20:00:00
ORD_00122,CUST_0033,PROD_030,3,43.29,GBP,DELIVERED,2026-04-30 09:00:00
ORD_00123,CUST_0087,PROD_035,2,110.08,USD,DELIVERED,2026-03-30 18:00:00
ORD_00124,CUST_0039,PROD_028,3,87.13,EUR,SHIPPED,2026-02-20 12:00:00
ORD_00125,CUST_0062,PROD_007,2,57.49,EUR,DELIVERED,2026-05-28 09:00:00
ORD_00126,CUST_0090,PROD_019,1,114.73,GBP,DELIVERED,2026-01-03 18:00:00
ORD_00127,CUST_0088,PROD_004,5,74.82,GBP,DELIVERED,2026-03-15 07:00:00
ORD_00128,CUST_0078,PROD_023,2,334.31,GBP,DELIVERED,2026-03-06 21:00:00
ORD_00129,CUST_0097,PROD_009,1,339.94,GBP,DELIVERED,2026-03-21 14:00:00
ORD_00130,CUST_0005,PROD_038,3,164.92,GBP,DELIVERED,2026-03-17 10:00:00
ORD_00131,CUST_0096,PROD_027,2,296.24,USD,DELIVERED,2026-05-19 11:00:00
ORD_00132,CUST_0068,PROD_033,3,313.49,USD,DELIVERED,2026-05-04 09:00:00
ORD_00133,CUST_0096,PROD_022,1,149.76,EUR,CANCELLED,2026-02-06 07:00:00
ORD_00134,CUST_0087,PROD_026,5,376.5,EUR,DELIVERED,2026-04-12 00:00:00
ORD_00135,CUST_0034,PROD_035,1,110.08,EUR,DELIVERED,2026-07-11 21:00:00
ORD_00136,CUST_0034,PROD_038,4,164.92,GBP,PROCESSING,2026-01-28 21:00:00
ORD_00137,CUST_0030,PROD_031,1,207.84,GBP,PROCESSING,2026-05-24 10:00:00
ORD_00138,CUST_0079,PROD_015,1,227.12,GBP,SHIPPED,2026-06-29 09:00:00
ORD_00139,CUST_0084,PROD_027,1,296.24,USD,DELIVERED,2026-01-10 09:00:00
ORD_00140,CUST_0064,PROD_008,1,217.54,USD,PROCESSING,2026-02-04 12:00:00
ORD_00140,CUST_0064,PROD_008,1,217.54,USD,PROCESSING,2026-02-04 12:00:00
ORD_00141,CUST_0059,PROD_024,5,103.04,EUR,DELIVERED,2026-07-06 04:00:00
ORD_00142,CUST_0054,PROD_007,4,57.49,GBP,DELIVERED,2026-03-13 01:00:00
ORD_00143,CUST_0089,PROD_024,2,103.04,EUR,DELIVERED,2026-03-02 11:00:00
ORD_00144,CUST_0013,PROD_024,5,103.04,GBP,DELIVERED,2026-04-12 08:00:00
ORD_00145,CUST_0025,PROD_008,4,217.54,USD,SHIPPED,2026-06-14 20:00:00
ORD_00146,CUST_0077,PROD_002,1,44.71,EUR,DELIVERED,2026-02-02 18:00:00
ORD_00147,CUST_0027,PROD_005,5,292.33,USD,DELIVERED,2026-03-01 10:00:00
ORD_00148,CUST_0100,PROD_010,5,39.69,USD,DELIVERED,2026-02-07 04:00:00
ORD_00149,CUST_0070,PROD_017,2,419.64,USD,SHIPPED,2026-01-07 04:00:00
ORD_00150,CUST_0002,PROD_023,2,334.31,GBP,DELIVERED,2026-02-14 08:00:00
ORD_00151,CUST_0007,PROD_009,4,339.94,GBP,DELIVERED,2026-01-17 15:00:00
ORD_00152,CUST_0058,PROD_024,5,103.04,GBP,DELIVERED,2026-05-09 07:00:00
ORD_00153,CUST_0079,PROD_003,5,337.79,EUR,DELIVERED,2026-01-08 01:00:00
ORD_00154,CUST_0062,PROD_026,4,376.5,GBP,DELIVERED,2026-07-02 14:00:00
ORD_00155,CUST_0010,PROD_006,3,405.66,GBP,DELIVERED,2026-02-02 08:00:00
ORD_00156,CUST_0080,PROD_038,5,164.92,GBP,DELIVERED,2026-06-02 16:00:00
ORD_00157,CUST_0038,PROD_030,5,43.29,GBP,DELIVERED,2026-06-29 03:00:00
ORD_00158,CUST_0084,PROD_036,2,126.95,EUR,DELIVERED,2026-02-28 13:00:00
ORD_00159,CUST_0044,PROD_030,4,43.29,EUR,SHIPPED,2026-03-22 13:00:00
ORD_00160,CUST_0041,PROD_017,3,419.64,USD,SHIPPED,2026-05-02 02:00:00
ORD_00160,CUST_0041,PROD_017,3,419.64,USD,SHIPPED,2026-05-02 02:00:00
ORD_00161,CUST_0012,PROD_006,1,405.66,EUR,DELIVERED,2026-07-09 11:00:00
ORD_00162,CUST_0017,PROD_036,1,126.95,GBP,CANCELLED,2026-05-24 10:00:00
ORD_00163,CUST_0086,PROD_008,4,217.54,EUR,PROCESSING,2026-07-12 13:00:00
ORD_00164,CUST_0093,PROD_004,3,74.82,GBP,DELIVERED,2026-01-27 18:00:00
ORD_00165,CUST_0065,PROD_014,2,236.68,GBP,DELIVERED,2026-01-28 11:00:00
ORD_00166,CUST_0072,PROD_024,1,103.04,EUR,DELIVERED,2026-04-20 17:00:00
ORD_00167,CUST_0099,PROD_040,5,498.08,GBP,DELIVERED,2026-01-07 19:00:00
ORD_00168,CUST_0085,PROD_018,1,91.48,USD,DELIVERED,2026-07-15 09:00:00
ORD_00169,CUST_0044,PROD_023,1,334.31,USD,PROCESSING,2026-05-25 21:00:00
ORD_00170,CUST_0052,PROD_005,2,292.33,GBP,DELIVERED,2026-01-08 02:00:00
ORD_00171,CUST_0096,PROD_034,2,286.95,EUR,DELIVERED,2026-03-29 05:00:00
ORD_00172,CUST_0048,PROD_020,3,90.66,GBP,DELIVERED,2026-01-14 04:00:00
ORD_00173,CUST_0021,PROD_040,1,498.08,GBP,DELIVERED,2026-04-24 21:00:00
ORD_00174,CUST_0055,PROD_032,5,130.64,EUR,DELIVERED,2026-02-25 16:00:00
ORD_00175,CUST_0015,PROD_023,4,334.31,USD,DELIVERED,2026-06-23 18:00:00
ORD_00176,CUST_0063,PROD_034,3,286.95,USD,DELIVERED,2026-06-03 01:00:00
ORD_00177,CUST_0001,PROD_014,3,236.68,USD,SHIPPED,2026-07-15 08:00:00
ORD_00178,CUST_0038,PROD_021,1,139.94,USD,DELIVERED,2026-04-21 05:00:00
ORD_00179,CUST_0017,PROD_025,5,293.79,GBP,DELIVERED,2026-05-24 21:00:00
ORD_00180,CUST_0046,PROD_005,4,292.33,GBP,DELIVERED,2026-01-05 14:00:00
ORD_00180,CUST_0046,PROD_005,4,292.33,GBP,DELIVERED,2026-01-05 14:00:00
ORD_00181,CUST_0010,PROD_021,5,139.94,EUR,DELIVERED,2026-07-01 20:00:00
ORD_00182,CUST_0054,PROD_019,1,114.73,EUR,DELIVERED,2026-03-25 05:00:00
ORD_00183,CUST_0080,PROD_030,3,43.29,USD,DELIVERED,2026-01-28 07:00:00
ORD_00184,CUST_0056,PROD_038,4,164.92,GBP,DELIVERED,2026-03-21 23:00:00
ORD_00185,CUST_0044,PROD_015,3,227.12,USD,DELIVERED,2026-06-12 03:00:00
ORD_00186,CUST_0068,PROD_033,2,313.49,EUR,DELIVERED,2026-06-15 04:00:00
ORD_00187,CUST_0031,PROD_007,2,57.49,EUR,DELIVERED,2026-06-04 04:00:00
ORD_00188,CUST_0098,PROD_005,2,292.33,GBP,DELIVERED,2026-07-13 18:00:00
ORD_00189,CUST_0098,PROD_038,4,164.92,GBP,PROCESSING,2026-05-25 20:00:00
ORD_00190,CUST_0082,PROD_040,3,498.08,GBP,DELIVERED,2026-04-23 02:00:00
ORD_00191,CUST_0061,PROD_029,3,427.15,EUR,DELIVERED,2026-04-01 16:00:00
ORD_00192,CUST_0010,PROD_020,4,90.66,EUR,DELIVERED,2026-04-05 09:00:00
ORD_00193,CUST_0010,PROD_006,5,405.66,GBP,DELIVERED,2026-04-29 18:00:00
ORD_00194,CUST_0071,PROD_003,4,337.79,GBP,SHIPPED,2026-03-24 19:00:00
ORD_00195,CUST_0061,PROD_033,2,313.49,USD,DELIVERED,2026-03-29 22:00:00
ORD_00196,CUST_0011,PROD_033,2,313.49,USD,DELIVERED,2026-04-23 14:00:00
ORD_00197,CUST_0068,PROD_034,5,286.95,USD,DELIVERED,2026-03-14 12:00:00
ORD_00198,CUST_0053,PROD_022,5,149.76,USD,SHIPPED,2026-06-15 10:00:00
ORD_00199,CUST_0009,PROD_022,1,149.76,GBP,SHIPPED,2026-03-14 08:00:00
ORD_00200,CUST_0093,PROD_039,2,14.55,EUR,DELIVERED,2026-06-19 04:00:00
ORD_00200,CUST_0093,PROD_039,2,14.55,EUR,DELIVERED,2026-06-19 04:00:00
ORD_00201,CUST_0045,PROD_020,4,90.66,USD,DELIVERED,2026-01-22 09:00:00
ORD_00202,CUST_0072,PROD_025,3,293.79,USD,SHIPPED,2026-07-09 21:00:00
ORD_00203,CUST_0068,PROD_006,4,405.66,GBP,DELIVERED,2026-04-03 09:00:00
ORD_00204,CUST_0024,PROD_014,3,236.68,EUR,DELIVERED,2026-02-05 04:00:00
ORD_00205,CUST_0010,PROD_019,1,114.73,GBP,SHIPPED,2026-07-09 16:00:00
ORD_00206,CUST_0005,PROD_022,5,149.76,USD,DELIVERED,2026-02-09 05:00:00
ORD_00207,CUST_0024,PROD_040,2,498.08,GBP,DELIVERED,2026-04-16 11:00:00
ORD_00208,CUST_0087,PROD_016,4,57.97,GBP,DELIVERED,2026-07-11 14:00:00
ORD_00209,CUST_0030,PROD_035,2,110.08,EUR,CANCELLED,2026-07-20 15:00:00
ORD_00210,CUST_0025,PROD_024,5,103.04,EUR,DELIVERED,2026-03-14 12:00:00
ORD_00211,CUST_0065,PROD_034,4,286.95,USD,SHIPPED,2026-06-04 04:00:00
ORD_00212,CUST_0033,PROD_004,4,74.82,EUR,DELIVERED,2026-01-27 22:00:00
ORD_00213,CUST_0067,PROD_008,3,217.54,USD,SHIPPED,2026-03-11 14:00:00
ORD_00214,CUST_0066,PROD_010,4,39.69,USD,PROCESSING,2026-02-26 14:00:00
ORD_00215,CUST_0045,PROD_002,4,44.71,USD,DELIVERED,2026-04-06 07:00:00
ORD_00216,CUST_0050,PROD_006,3,405.66,USD,DELIVERED,2026-01-26 22:00:00
ORD_00217,CUST_0084,PROD_022,2,149.76,USD,DELIVERED,2026-05-01 22:00:00
ORD_00218,CUST_0018,PROD_031,4,207.84,GBP,DELIVERED,2026-01-21 00:00:00
ORD_00219,CUST_0033,PROD_014,2,236.68,GBP,PROCESSING,2026-06-05 16:00:00
ORD_00220,CUST_0055,PROD_008,3,217.54,USD,DELIVERED,2026-01-13 07:00:00
ORD_00220,CUST_0055,PROD_008,3,217.54,USD,DELIVERED,2026-01-13 07:00:00
ORD_00221,CUST_0054,PROD_040,4,498.08,USD,DELIVERED,2026-05-08 19:00:00
ORD_00222,CUST_0069,PROD_002,5,44.71,GBP,DELIVERED,2026-02-06 09:00:00
ORD_00223,CUST_0055,PROD_001,5,453.65,EUR,DELIVERED,2026-04-17 05:00:00
ORD_00224,CUST_0086,PROD_006,5,405.66,EUR,DELIVERED,2026-05-15 17:00:00
ORD_00225,CUST_0065,PROD_033,5,313.49,USD,DELIVERED,2026-05-01 01:00:00
ORD_00226,CUST_0082,PROD_025,3,293.79,EUR,SHIPPED,2026-04-02 02:00:00
ORD_00227,CUST_0045,PROD_016,1,57.97,GBP,SHIPPED,2026-03-27 04:00:00
ORD_00228,CUST_0006,PROD_023,5,334.31,EUR,SHIPPED,2026-02-14 21:00:00
ORD_00229,CUST_0060,PROD_031,2,207.84,USD,DELIVERED,2026-07-18 14:00:00
ORD_00230,CUST_0005,PROD_019,2,114.73,USD,SHIPPED,2026-01-11 10:00:00
ORD_00231,CUST_0040,PROD_033,4,313.49,GBP,DELIVERED,2026-01-10 20:00:00
ORD_00232,CUST_0025,PROD_019,3,114.73,USD,PROCESSING,2026-03-26 08:00:00
ORD_00233,CUST_0016,PROD_024,4,103.04,EUR,SHIPPED,2026-04-09 10:00:00
ORD_00234,CUST_0024,PROD_032,4,130.64,EUR,PROCESSING,2026-05-13 08:00:00
ORD_00235,CUST_0011,PROD_028,1,87.13,EUR,DELIVERED,2026-02-16 17:00:00
ORD_00236,CUST_0038,PROD_021,1,139.94,USD,DELIVERED,2026-03-17 09:00:00
ORD_00237,CUST_0058,PROD_039,4,14.55,USD,SHIPPED,2026-03-31 14:00:00
ORD_00238,CUST_0006,PROD_023,5,334.31,EUR,DELIVERED,2026-01-15 02:00:00
ORD_00239,CUST_0086,PROD_026,3,376.5,GBP,SHIPPED,2026-06-23 05:00:00
ORD_00240,CUST_0004,PROD_010,5,39.69,GBP,SHIPPED,2026-01-09 04:00:00
ORD_00240,CUST_0004,PROD_010,5,39.69,GBP,SHIPPED,2026-01-09 04:00:00
ORD_00241,CUST_0009,PROD_016,3,57.97,EUR,DELIVERED,2026-05-26 01:00:00
ORD_00242,CUST_0078,PROD_010,4,39.69,EUR,DELIVERED,2026-07-15 02:00:00
ORD_00243,CUST_0074,PROD_009,5,339.94,EUR,DELIVERED,2026-06-16 08:00:00
ORD_00244,CUST_0032,PROD_008,1,217.54,GBP,DELIVERED,2026-05-13 12:00:00
ORD_00245,CUST_0072,PROD_008,3,217.54,EUR,SHIPPED,2026-02-24 19:00:00
ORD_00246,CUST_0037,PROD_032,2,130.64,USD,DELIVERED,2026-01-19 14:00:00
ORD_00247,CUST_0023,PROD_029,1,427.15,GBP,CANCELLED,2026-03-23 21:00:00
ORD_00248,CUST_0045,PROD_005,5,292.33,GBP,DELIVERED,2026-03-18 05:00:00
ORD_00249,CUST_0092,PROD_012,3,103.87,GBP,DELIVERED,2026-02-21 04:00:00
ORD_00250,CUST_0031,PROD_032,1,130.64,EUR,DELIVERED,2026-04-05 14:00:00
